Source,Date,sentence1,Category,label
BBC Bangla,30/1/2018, যেখানে মাহমুদুল্লাহ টেস্ট স্কোয়াডে টিকে থাকাই প্রশ্নবিদ্ধ।সেখানে তাকে অধিনায়ক করাটা ২০১৮ সালের সেরা জোক,team,negative
Prothom Alo,2018-10-02 00:00:00,সালমান এফ রহমানের চাকর হলো পাপন ছো সে হিসেবে বসের কথা না মেনে উপায় আছে ,team management,negative
Prothom Alo,2018-09-02 00:00:00, মুশফিককে t20থেকে বাদ দিতে হবে।তা না হলে আমাদের দলের উন্নতি হবে না,batting,negative
Prothom Alo,2018-09-02 00:00:00,যেখানে প্রধান বিচারপতি খুজতেই ৬ মাস লেগে গেল সেখানে কোচ পেতে আরও ৬ মাস সব জায়গায় স্বৈরাচার ।বিসিবির স্বৈরাচার পাপন যা ইচ্ছা তাই করছে।,other,negative
Prothom Alo,2018-10-02 00:00:00,কি হাস্যকর যুক্তি। সব অজজ্ঞদের দখলে।,other,negative
Prothom Alo,2018-10-02 00:00:00,মনে হয ছাব্বির ওযারিশ সুত্রে জাতীয দলে জাযগা পেযেছে।তাই তোরা যে যা বলিশ ভাই ওকে সরাবার কেউ নাই।,other,negative
Prothom Alo,2018-09-02 00:00:00,"বাংলাদেশ এমন বয় পাচ্ছে কেন, আমি কিচু বুঝিনা",team,negative
Prothom Alo,2018-08-02 00:00:00, রাজ্জাকের প্রতি শুভ কামনা রহিল,bowling,positive
Prothom Alo,2018-09-02 00:00:00,"থাক আরো কিছুদিন এই নাডা বাংলাদেশের কোচ থাক তাহলে বুজবে হাতুরে কি ছিলো , জার কোনো যগ্যতাই নাই হেতারে বানাছে কোচ সালা নাডা",team management,negative
Prothom Alo,2018-04-02 00:00:00,শ্রীলঙ্কার সবাইকে একসাথে নিয়ে কেক কাটার উদযাপনটা করলে আমার মনে হয় আরো ভালো লাগতো,team,neutral
Prothom Alo,2018-09-02 00:00:00,অসাধারণ দায়িত্ব পালন করতে করতে বিশ্বখ্যাত গতিদানব সুজন কাক্কু ক্লান্ত হয়ে পড়েছেন।,team management,negative
Prothom Alo,2018-04-02 00:00:00, মুমিনুল ভাই এর উন্নতি চোখে পড়ার মত।আশা করি তার ব্যাট এরকমই হাসবে,batting,positive
Prothom Alo,2018-02-08 00:00:00,বাংলাদেশের এই অবস্থার অনেকটা কারন মিডিয়া। ,other,negative
BBC Bangla,30/1/2018, হাথুরেসিংকে নিয়ে না ভেবে মাহামুদুল্লার উচিৎ এইবার শুধু বাঁশ খাবে নাকি আইক্কাওয়ালা বাঁশ খাবে সেটা নিয়ে চিন্তা করা।,team,negative
Prothom Alo,2018-07-02 00:00:00, সাব্বাির কেন বার বার!এনামুল কে ২ টা সুজুক দিয়ে কি চিনে গেসে।,team management,negative
Prothom Alo,2018-10-02 00:00:00,আর এই হাস্যকর যুক্তি না দিলে তিনি আর বাংলাদেশের প্রধান নির্বাচক কেন?,team management,negative
BBC Bangla,23/1/2018,আশা করি যাতে বাংলাদেশ আজকে হেড়ে যায় ।,team,negative
Prothom Alo,2018-10-02 00:00:00,মিরপুরে বসে বর্তমান সময়ের মরতে বসা শ্রীলঙ্কা র সাথে ৮২ রানে অলঅাউট হয়!,batting,negative
BBC Bangla,25/1/2018, সাব্বির মাহমুদুল্লা মাশরাফি এই তিনজনের বিকল্প খোজার এখনই সঠিক সময় ওরা পুরো সিরিজটা'ই বাজে খেলেছে।।,team,negative
Prothom Alo,23/1/2018,স্লো উইকেট ব্যাটিং করার মতো পরিস্থিতি নেই,bowling,neutral
Prothom Alo,2018-02-08 00:00:00,বাস্তবতা মিরাজ ও জানে কিন্তু এই জন্য কি কাপুরুষের মত বলবে যে এটা সম্ভব না?,other,negative
Prothom Alo,2018-05-02 00:00:00,"ক্রিকেটিয় আচরন এমন হওয়া উচিত,,,এটা ভদ্রলোকের খেলা,,,, ",team,neutral
Prothom Alo,2018-10-02 00:00:00,"মিরপুরে সেই আদিকাল থেকে খেলে আসতেছে,অন্য কোনো জেলায় খেলা তেমন দেয় ও না,,আর কত অভিজ্ঞতা লাগবে এই আচোদা দের।।",other,negative
Prothom Alo,2018-07-02 00:00:00,লেগ ভেল্কির কোন ঔসুধ নাই।আফ্রিকার মরন দশা!!,bowling,negative
Prothom Alo,2018-09-02 00:00:00,এ জন্যই তো মাত্র ১১০,batting,negative
Prothom Alo,2018-07-02 00:00:00,ভারত ত‌ো অাফ্র‌িকায় ওয়ানড‌েতে স‌িরিজ জয়‌ের পথ‌ে অাছ‌ে এখন। বাংলাদ‌েশ ত‌ো ওয়ানড‌েতে অাছ‌োলা বাঁশ খ‌েয়ে অাসছ‌ে অাফ্র‌িকা থ‌েকে সেটা মন‌ে অাছ‌ে ক‌ি???,team,negative
BBC Bangla,25/1/2018,বাংলাদেশ দলে এই দুই গদর্বকে কেন টিম সিলেক্ট করে আমার মাথায় আসে না,team management,negative
Prothom Alo,2018-07-02 00:00:00, খেলার সংবাদ গ্রুপের পক্ষ থেকে বিরাটকে জানাই আন্তরিক অভিনন্দন ও শুভেচ্ছা।,other,negative
Prothom Alo,2012-04-02 00:00:00,স্যার লিটন কে লাইফ সাপোর্টে রাখা হয়েছে।,batting,negative
Prothom Alo,2018-02-08 00:00:00, মিলার তো প্রচুর মেরে খেলে। কই তাকে য়ো টেষ্টে অভিশেক করানোর চিন্তাও করে,batting,negative
Prothom Alo,2018-07-02 00:00:00,সাব্বির বাজে। মোসাদ্দেক কে নেয়া উচিৎ,team management,negative
Prothom Alo,2018-08-02 00:00:00,হাজার হল পুরাতন পিলিয়ার রাজ্জাক ভাই। তার অভিজ্ঞতা আলাদা। ,bowling,positive
Prothom Alo,23/1/2018, আজকে ম্যাচ তামিমের জন্য হারবো।,batting,negative
Prothom Alo,2018-02-08 00:00:00,বুঝে শুনে খেললে তারা ২০০ করতে পারতো যেমনটা পেরেছে শ্রীলংকা করতে ,batting,negative
Prothom Alo,2018-10-02 00:00:00,আমরা হাতুরুর আমল ভুলে গেছি। কথা উঠেছিল দেশি কোচ সুজি (সুজন) আমাদের বস।,other,negative
Prothom Alo,2018-10-02 00:00:00,মোসাদ্দেক দলে থাকলে বাল ছিরা দিতো মফিজ সাংবাদিক!ফর্মে থাকা অন্যরা কি করেছে দুই ইনিংসে,team,negative
Prothom Alo,2018-04-02 00:00:00, এক ম্যাচ ভালো করেছে মাথায় তুলে নাচানাচি শুরু করেছেন,other,negative
Prothom Alo,2018-08-02 00:00:00,"মিরপুর এর পিচ হলো স্পিন সহায়ক, যার ফলে প্রথম দিনের ১৪ উইকেট এর মধ্যে ১০টি পেয়েছে স্পিন বোলাররা।",bowling,negative
